user_id,amount,timestamp
101,311.38,2026-01-08 19:00:00
104,4248.82,2026-01-08 19:00:00
102,83431.02,2026-01-08 19:00:00
104,3124.22,2026-01-08 19:00:00
103,96509.98,2026-01-08 21:00:00
101,322.65,2026-01-08 21:00:00
103,5089.39,2026-01-08 21:00:00
102,247.34,2026-01-08 23:00:00
101,264.84,2026-01-09 00:00:00
105,16257.31,2026-01-09 00:00:00
105,19642.52,2026-01-09 01:00:00
105,17734.13,2026-01-09 01:00:00
103,5801.86,2026-01-09 01:00:00
103,5678.3,2026-01-09 02:00:00
105,11981.65,2026-01-09 04:00:00
103,3617.2,2026-01-09 04:00:00
102,275.44,2026-01-09 04:00:00
105,13643.08,2026-01-09 05:00:00
104,4474.83,2026-01-09 11:00:00
105,15289.25,2026-01-09 12:00:00
104,7515.55,2026-01-09 13:00:00
101,247.45,2026-01-09 14:00:00
101,294.9,2026-01-09 14:00:00
104,5677.19,2026-01-09 15:00:00
102,264.28,2026-01-09 15:00:00
103,4362.15,2026-01-09 15:00:00
105,14380.3,2026-01-09 16:00:00
105,17520.51,2026-01-09 16:00:00
101,355.17,2026-01-09 16:00:00
101,338.85,2026-01-09 17:00:00
103,3853.04,2026-01-09 18:00:00
102,315.56,2026-01-09 18:00:00
105,16571.86,2026-01-09 19:00:00
101,308.78,2026-01-09 19:00:00
102,332.45,2026-01-09 19:00:00
101,331.64,2026-01-09 19:00:00
105,22616.07,2026-01-09 20:00:00
103,6149.27,2026-01-09 20:00:00
105,14484.26,2026-01-09 20:00:00
105,9992.6,2026-01-09 22:00:00
105,14382.4,2026-01-09 22:00:00
101,361.51,2026-01-10 00:00:00
105,19868.76,2026-01-10 01:00:00
105,20054.05,2026-01-10 01:00:00
105,10910.88,2026-01-10 02:00:00
105,14729.76,2026-01-10 03:00:00
104,4012.77,2026-01-10 03:00:00
104,6905.91,2026-01-10 03:00:00
101,356.67,2026-01-10 05:00:00
104,4851.3,2026-01-10 05:00:00
104,5647.69,2026-01-10 06:00:00
103,4032.89,2026-01-10 10:00:00
104,4226.21,2026-01-10 10:00:00
104,4350.81,2026-01-10 10:00:00
102,237.77,2026-01-10 11:00:00
105,13638.77,2026-01-10 11:00:00
105,13702.33,2026-01-10 13:00:00
101,331.65,2026-01-10 14:00:00
101,291.7,2026-01-10 16:00:00
103,5042.13,2026-01-10 16:00:00
102,324.52,2026-01-10 16:00:00
104,3708.78,2026-01-10 17:00:00
102,316.15,2026-01-10 17:00:00
105,12989.88,2026-01-10 19:00:00
101,343.5,2026-01-10 19:00:00
101,240.17,2026-01-10 20:00:00
105,13577.56,2026-01-10 20:00:00
105,96571.95,2026-01-10 20:00:00
104,6307.99,2026-01-10 21:00:00
105,18568.8,2026-01-10 21:00:00
103,4555.5,2026-01-10 22:00:00
